record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
6069,2015-07-20T14:15:00.000,Utility,Power Outage - Staten Island (SI),"Notification issued 7/19/15 at 2:15 PM. Con Edison is responding to a power outage in various areas of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-20 14:15:00
6068,2015-07-20T13:44:00.000,Local Mass Transit,A Train Restored (QN),"Notification issued 7/20/15 at 1:44 PM.  Following an earlier incident, A train service has been restored with residual delays.",2015-07-20 13:44:00
6067,2015-07-20T12:55:00.000,Local Mass Transit,A Train Disruption,"Notification issued 7/20/15 at 12:55 PM.  Due to switch problems, there is no A train service in both directions between Euclid Avenue and Lefferts Blvd/Broad Channel. Use alternate routes or MTA buses if possible http://www.mta.info/",2015-07-20 12:55:00
6066,2015-07-20T10:58:00.000,Local Mass Transit,A Train Restoration (QN),"Notification issued 7/20/15 at 10:58 AM.  Following an earlier incident, A train service has resumed with residual delays.",2015-07-20 10:58:00
6061,2015-07-20T10:05:00.000,Utility,Voltage Reduction Request (QN),"Alert issued 7/20/15 at 10:05 AM. Due to equipment repairs, Con Edison has reduced voltage Richmond Hill, Woodhaven, Ozone Park,  South Ozone Park, Kew Gardens, Lindenwood, Howard Beach and Broad Channel. Con Edison is asking customers to limit use of washers, dryers, air conditioners, and other energy-intensive equipment, and to turn off lights and televisions when not needed until the issue is resolved.     If you lose power, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http:// http://www.coned.com/ for more information.",2015-07-20 10:05:00
6065,2015-07-20T09:54:00.000,Weather,Air Quality Advisory (CW),"Notification issued 7/20/15 at 9:54 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City from 10:00 AM today, July 20,  to 10 PM tonight, July 20, 2015. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=_o24hmZJ3DY.",2015-07-20 09:54:00
6064,2015-07-20T08:58:00.000,Local Mass Transit,A Train Suspension (QN),"Notification issued 7/20/15 at 8:58 AM.  Due to a NYPD investigation, there is no A train service between Rockaway Blvd and Far Rockaway-Mott Av in both directions. As an alternate, customers are advised to use the Q22 bus to connect to the Q52 bus at Beach 73 St for service along Cross Bay Blvd and connection to the train. For more info: http://www.mta.info/",2015-07-20 08:58:00
6063,2015-07-20T08:24:00.000,Utility,Power Outage - Throgs Neck (BX),"Notification issued 7/20/15 at 8:24 AM. Con Edison is responding to a power outage in the Throgs Neck section of The Bronx, including parts of ZIP code 10465. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-20 08:24:00
6062,2015-07-19T18:40:00.000,Missing Person,Missing Vulnerable Adult Alert - Josh Niewierowski M/W/18 (CW),"Alert issued 7/19/15 at 6:40 PM. The NYS Division of Criminal Justice Services has issued a Missing Vulnerable Adult Alert for Josh Niewierowski, an 18-year old White male who has autism and is non-verbal, from Lynbrook, NY. Mr. Niewierowski is described as being 5'10' tall and 170 pounds, with brown hair and brown eyes. He was last seen at approximately 3:00 PM on 7/19 wearing a green t-shirt with a camp anchor patch on the left breast, beige cargo shorts, blue Nike sneakers, and a black hat with 'Maryland' written on it. He is reportedly traveling on foot. A missing poster is available at http://i.imgur.com/irg0p9N.jpg. If you see Mr. Niewierowski, please call the Lynbrook Village Police Department at (516) 573-7347 or 9-1-1.",2015-07-19 18:40:00
6060,2015-07-19T17:16:00.000,Utility,Power Outage - Throgs Neck (BX),"Notification issued 7/19/15 at 5:16 PM. Con Edison is responding to a power outage in the Throgs Neck section of The Bronx, including parts of ZIP code 10465. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.     To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-19 17:16:00
6027,2015-07-19T15:00:00.000,Transportation,Planned Work on Pelham Bridge - July 20 & 22 (BX),"Notification issued 7/19/15 at 3:00 PM. The NYC Department of Transportation Division of Bridges will replace switches on the Pelham Bridge over the Hutchinson River in The Bronx during the overnight hours on Monday 7/20 - Tuesday 7/21, and Wednesday, July 22 - Thursday, July 23. On both nights, from 1AM-5AM, there will be intermittent full closures lasting up to 45 minutes at a time. The work is weather-dependent and may be rescheduled to other nights if necessary. Motorists may use the Hutchinson River Parkway as an alternative. For more information, please visit http://i.imgur.com/m0vqzeS.jpg.",2015-07-19 15:00:00
6059,2015-07-19T13:30:00.000,Utility,Power Outage - Tottenville (SI),"Notification issued 7/19/15 at 1:30 PM. Con Edison is responding to a power outage in the Tottenville section of Staten Island, including parts of ZIP code(s) 10307 and 10309. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-19 13:30:00
6058,2015-07-19T00:35:00.000,Utility,Power Outage - Northeast (BX),"Notification issued 7/19/15 at 12:35 AM. Con Edison is responding to a power outage in the northeast section of The Bronx, including parts of ZIP code(s) 10466, 10467, and 10469. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=9FrinpULu74.",2015-07-19 00:35:00
6047,2015-07-18T18:56:00.000,Missing Person,Silver Alert - Carmen Morales F/H/67 (CW),"Silver Alert issued 7/19/15 at 11:20 PM. The NYPD has issued a Silver Alert for the disappearance of Carmen Morales, a 67-year-old Hispanic female with dementia and Alzheimer's from the East New York section of Brooklyn. She was last seen on 7/15 at approximately 11:00 PM in the area of Atlantic Avenue and Linwood Street in Brooklyn. Ms. Morales is described at 5'3', 125 lbs., with black hair and brown eyes. She was last seen wearing blue jeans, a blue shirt, and brown sandals. A photo is attached http://i.imgur.com/SXnOEkW.jpg. If seen, call 9-1-1.",2015-07-18 18:56:00
6057,2015-07-18T15:37:00.000,Public Health,Air Quality Health Advisory (CW),"Notification issued 7/18/15 at 3:37 PM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City from 11 AM Sunday, July 19th to 11 PM Sunday, July 19th. Active children and adults, and people with respiratory problems, such as asthma, should reduce prolonged or heavy exertion outdoors. For more information, visit the National Weather Service at http://www.1.usa.gov/16w10Sq or the Department of Environmental Conservation at http://www.dec.ny.gov/cfmx/extapps/aqi/aqi_forecast.cfm. To view this message in American Sign Language (ASL) with audio and subtitles, please visit: http://www.youtube.com/watch?v=_o24hmZJ3DY.",2015-07-18 15:37:00
6046,2015-07-18T15:00:00.000,Emergency Activity,Parachute Jump - Bushwick - 7/19 (BK),"Notification issued 7/18/15 at 3:00 PM.  On Sunday, July 19 at 8:30 PM, Red Bull will be conducting a parachute jump event over 99 Scott Avenue in Brooklyn. Three individuals will conduct a parachute jump at the location from a helicopter.",2015-07-18 15:00:00
6055,2015-07-18T13:00:00.000,Weather,Heat Advisory 7/19 & 7/20 (CW),"Notification issued 7/18/15 at 3:05 PM. The National Weather Service has issued a Heat Advisory for New York City from 11:00 AM Sunday, July 19 to 6:00 PM Monday, July 20. Heat index values are expected between 95 and 100 due to anticipated temperatures in the lower 90s. These conditions are dangerous to health. Avoid strenuous activity. People without air conditioning, older adults, and people with chronic health conditions are most at risk. New York City will open cooling centers tomorrow, July 19. Please visit http://www.nyc.gov/oem or call 311 for more information on cooling center locations and hours.",2015-07-18 13:00:00
6049,2015-07-18T12:00:00.000,Transportation,NYC Triathlon Closures - 7/19 (CW),"Notification issued 7/18/15 at 12:00 PM.  On Sunday, July 19, the 15th Annual Panasonic New York City Triathlon will cause road closures 4:00 AM-12:00 PM for the Henry Hudson Parkway northbound lanes from West 57th Street (MN) to Mosholu Parkway (BX); all southbound lanes of the highway will remain open. Also, eastbound lanes of Mosholu Parkway between Henry Hudson Parkway & West Gun Hill Road (BX),  West 79th Street between Riverside Drive & Henry Hudson Parkway (MN), West 72nd Street between Riverside Drive and Central Park West (MN).  Use alternate routes and expect delays in the area.  Map: http://imgur.com/Apvd9U1",2015-07-18 12:00:00
